date,krs_level_m,pet_mm,precip_mm,wind_mps,kudige_level_m,kmvadi_level_m,mhhalli_level_m
01-01-2014,749.917,4.372186576,0,3.95,811.32,766.24,838.17
02-01-2014,749.908,4.50229699,0,3.2,811.31,766.23,838.17
03-01-2014,749.899,4.433878456,0,3.25,811.31,766.18,838.14
04-01-2014,749.893,4.626180023,0,2.61,811.3,766.16,838.28
05-01-2014,749.89,4.792039728,0,1.88,811.3,766.16,838.34
06-01-2014,749.887,4.842568754,0,2.38,811.29,766.18,838.15
07-01-2014,749.89,4.872798722,0,3.19,811.29,766.16,838.1
08-01-2014,749.896,4.68798697,0,4.12,811.29,766.15,838.05
09-01-2014,749.908,4.665603237,0,3.07,811.28,766.14,838.02
10-01-2014,749.923,4.637641282,0,2.28,811.27,766.14,838.01
11-01-2014,749.911,4.662990393,0,2.45,811.26,766.13,838.01
12-01-2014,749.856,4.8200173,0,2.58,811.25,766.12,838.01
13-01-2014,749.795,4.811601613,0,2.95,811.24,766.06,838.01
14-01-2014,749.735,4.669673772,0,3.42,811.23,766.08,837.98
15-01-2014,749.658,4.724769121,0,2.6,811.23,766.08,837.99
16-01-2014,749.567,4.745251637,0,2.21,811.22,766.15,837.99
17-01-2014,749.491,4.13131217,0,2.79,811.22,766.14,837.98
18-01-2014,749.418,4.596663538,0,2.94,811.21,766.11,837.97
19-01-2014,749.344,4.842020281,0,4.05,811.2,766.09,837.97
20-01-2014,749.28,4.597766115,0,4.41,811.22,766.1,837.96
21-01-2014,749.118,4.65166827,0,4.22,811.21,766.09,837.99
22-01-2014,749.119,4.703246429,0,4.06,811.2,766.09,837.99
23-01-2014,749.037,4.907090796,0,3.04,811.19,766.08,838.02
24-01-2014,748.954,4.9729943,0,2.25,811.19,766.08,838.04
25-01-2014,748.869,4.766873097,0,3.9,811.18,766.07,838.03
26-01-2014,748.793,5.03429082,0,4.49,811.17,766.05,837.99
27-01-2014,748.716,4.759088714,0,4.63,811.16,766.06,837.99
28-01-2014,748.695,5.003790637,0,3.89,811.16,766.04,837.98
29-01-2014,748.695,5.069621984,0,2.93,811.15,766.02,837.98
30-01-2014,748.689,5.12423316,0,2.49,811.14,766,837.98
31-01-2014,748.68,5.228663867,0,3.01,811.14,766.02,837.98
01-02-2014,748.674,5.203239499,0,3.27,811.13,766.02,837.98
02-02-2014,748.665,5.174833313,0,4.01,811.12,766.03,838.06
03-02-2014,748.659,5.582549008,0,3.1,811.12,766.04,838.06
04-02-2014,748.652,5.639330322,0,2.19,811.11,766.02,837.98
05-02-2014,748.646,5.64727895,0,1.89,811.11,766.02,837.97
06-02-2014,748.637,5.83479443,0,2.64,811.1,766.02,837.97
07-02-2014,748.598,5.798975582,0,2.62,811.1,766.02,837.97
08-02-2014,748.518,5.73408766,0,2.01,811.09,766.02,837.98
09-02-2014,748.43,5.681167231,0,1.86,811.08,766.04,838.08
10-02-2014,748.339,5.66961879,0,0.89,811.08,766.02,838.1
11-02-2014,748.244,5.571095068,0,2.64,811.07,766.02,838.07
12-02-2014,748.137,5.361487268,0,2.28,811.07,766.01,838.06
13-02-2014,748.028,4.952257929,0,2.54,811.06,766.01,838.06
14-02-2014,747.915,5.219572261,0,1.86,811.05,766.01,838.07
15-02-2014,747.802,5.345924256,0,2.41,811.04,766,838.06
16-02-2014,747.689,5.370880162,0,2.7,811.03,766,838.03
17-02-2014,747.802,5.806193368,0,2.99,811.02,766,838.01
18-02-2014,747.458,5.167718963,0,4.14,811.02,766,838.02
19-02-2014,747.336,5.241856114,0,3.06,811.02,766,837.98
20-02-2014,747.211,5.275556962,0,2.55,811.01,766,837.98
21-02-2014,747.086,5.451991268,0,1.31,811.01,766,837.97
22-02-2014,746.961,5.560802338,0,1.53,811,766,838.1
23-02-2014,746.833,5.752148641,0,3.46,811,766,838.12
24-02-2014,746.705,5.98105393,0,4.15,810.99,766,838.12
25-02-2014,746.653,5.25189275,0,4.45,810.99,766,838.12
26-02-2014,746.635,5.937259282,0,3.08,810.98,766,838.12
27-02-2014,746.62,5.939436004,0,1.85,810.98,766,838.13
28-02-2014,746.595,5.461105688,0,0.96,810.97,766,838.13
01-03-2014,746.583,5.118749501,0,1.78,810.97,766,838.12
02-03-2014,746.571,5.52096356,0,1.87,810.97,766,838.11
03-03-2014,746.558,5.207215844,0,3.4,810.96,765.97,838.05
04-03-2014,746.546,5.387068922,5.27,2.26,810.95,765.97,838.04
05-03-2014,746.534,5.559698941,0,1.64,810.95,765.97,838.03
06-03-2014,746.522,5.445551896,0,1.9,810.94,765.97,838.03
07-03-2014,746.51,4.700774399,0,3.27,810.93,765.97,837.9
08-03-2014,746.501,5.256260966,0,3.15,810.92,765.97,837.9
09-03-2014,746.488,5.605345766,0,3.21,810.92,765.97,837.85
10-03-2014,746.476,5.287825325,0,2.98,810.92,765.97,837.85
11-03-2014,746.464,5.481735803,0,3.83,810.93,765.97,837.85
12-03-2014,746.415,6.17572376,0,4.38,810.94,765.97,837.85
13-03-2014,746.312,6.452930395,0,3.87,811.01,765.97,837.85
14-03-2014,746.193,6.722069268,0,3.98,811,765.97,837.84
15-03-2014,746.056,6.846715855,0,3.89,811,765.97,837.84
16-03-2014,745.918,6.864996023,0,4.5,810.99,765.97,837.84
17-03-2014,745.778,6.911832926,0,3.84,810.97,765.97,838.05
18-03-2014,745.635,7.035736869,0,3.21,810.96,765.97,838.17
19-03-2014,745.486,6.761497867,0,3.28,810.95,765.97,838.06
20-03-2014,745.333,6.615103582,0,2.48,810.95,765.97,838.05
21-03-2014,745.181,6.487325972,0,1.91,810.95,765.97,838.05
22-03-2014,745.025,6.375114432,0,1.84,810.95,765.97,838.12
23-03-2014,744.87,6.507747602,0,2.92,810.94,765.97,838.15
24-03-2014,744.711,6.561341851,0,3.1,810.93,765.97,838.15
25-03-2014,744.55,7.040334904,0,3.76,810.92,765.97,838.15
26-03-2014,744.388,7.124582028,0,4.31,810.91,765.97,837.95
27-03-2014,744.224,6.897724614,0,2.61,810.9,765.96,837.95
28-03-2014,744.065,6.821050647,0,2.86,810.91,765.96,838.12
29-03-2014,743.94,7.161090857,0,3.65,810.91,765.96,838.12
30-03-2014,743.812,7.143554354,0,2.94,810.91,765.96,838.19
31-03-2014,743.797,6.90450428,0,2.18,810.89,765.96,838.33
01-04-2014,743.782,6.924196636,0,1.88,810.86,765.96,838.45
02-04-2014,743.767,6.536580275,0,1.44,810.86,765.96,838.45
03-04-2014,743.751,7.009799109,0,3.1,810.86,765.96,838.45
04-04-2014,743.736,6.879104705,0,3.35,810.86,765.96,838.42
05-04-2014,743.721,7.107036016,0,3.07,810.86,765.96,838.42
06-04-2014,743.706,6.755625819,0,3.11,810.85,765.96,838.41
07-04-2014,743.69,6.509228823,0,2.26,810.85,765.96,838.35
08-04-2014,743.669,6.043954606,0,2.51,810.87,765.99,838.25
09-04-2014,743.645,5.802824513,0,2.01,810.87,765.98,838.21
10-04-2014,743.62,6.167134744,0,2.51,810.87,765.97,838.23
11-04-2014,743.596,6.600039927,0,1.32,810.88,765.97,838.18
12-04-2014,743.498,5.944246223,0,1.83,810.88,765.97,838.16
13-04-2014,743.325,6.149356115,0,1.52,810.89,765.97,838.15
14-04-2014,743.148,5.673345021,0,1.79,810.94,765.97,838.13
15-04-2014,742.968,6.253059576,0,1.54,811.03,765.97,838.1
16-04-2014,742.785,6.013949842,0,1.87,811.14,765.97,838.1
17-04-2014,742.596,6.563436795,0,1.93,811.17,765.97,838.05
18-04-2014,742.407,6.331609088,0,1.92,811.19,765.97,838.03
19-04-2014,742.215,6.161972874,0,1.41,811.15,765.97,838.01
20-04-2014,742.011,5.285818174,0,2.15,811.12,765.97,837.98
21-04-2014,741.804,6.186151164,0,2.12,811.1,765.97,837.97
22-04-2014,741.593,6.905918425,0,2.43,811.07,765.96,837.97
23-04-2014,741.377,6.634174199,0,1.71,811.06,765.96,837.97
24-04-2014,741.156,6.585079801,0,1.77,811.05,766.06,837.97
25-04-2014,740.935,6.599189955,0,1.84,811.03,766.07,837.97
26-04-2014,740.706,6.279601341,0,1.44,811.03,766,837.97
27-04-2014,740.475,5.240007204,0,1.75,811.02,765.97,837.97
28-04-2014,740.24,5.421913134,0,2.28,811.01,765.97,837.97
29-04-2014,740.216,6.494388738,0,2.17,811,766.09,837.97
30-04-2014,740.191,5.645051242,0,1.72,811,766,837.98
01-05-2014,740.1665,5.182415742,10.55,1.76,811.02,765.97,837.98
02-05-2014,740.142,5.111405771,15.82,1.28,811.04,766,837.98
03-05-2014,740.118,5.976820966,5.27,1.64,811.25,766,837.98
04-05-2014,740.094,5.64036074,5.27,1.94,811.23,765.97,837.98
05-05-2014,740.069,6.134273039,0,2.23,811.2,765.97,837.98
06-05-2014,740.045,5.218710458,5.27,3.5,811.18,765.97,837.98
07-05-2014,740.021,4.117537326,5.27,4.84,811.18,765.97,837.98
08-05-2014,739.999,3.632253917,36.91,4.63,811.23,766,838.04
09-05-2014,739.996,4.53255748,5.27,4.52,811.25,765.98,838.02
10-05-2014,740.002,5.003611356,0,2.99,811.37,765.98,838.02
11-05-2014,740.014,5.309812928,5.27,2.66,811.28,765.98,837.98
12-05-2014,740.063,5.800029995,0,1.9,811.28,766,837.98
13-05-2014,740.109,5.426807626,0,2.2,811.27,765.98,837.98
14-05-2014,740.145,5.040022812,0,3.38,811.27,765.98,837.98
15-05-2014,740.069,5.502999849,0,3.68,811.25,765.98,837.97
16-05-2014,739.874,6.145580005,0,3.44,811.25,765.98,837.97
17-05-2014,739.676,6.031524195,0,2.67,811.23,765.98,837.97
18-05-2014,739.484,5.855273056,0,1.6,811.21,765.98,837.97
19-05-2014,739.271,5.90685349,0,1.51,811.2,765.98,837.97
20-05-2014,739.051,4.739243691,15.82,3.02,811.19,765.98,837.97
21-05-2014,738.82,5.555000021,0,2.9,811.2,765.98,837.97
22-05-2014,738.57,5.78320166,0,3.95,811.23,765.98,837.97
23-05-2014,738.314,4.972368219,0,3.62,811.21,765.99,837.98
24-05-2014,738.052,5.798763954,5.27,3.71,811.2,765.99,837.98
25-05-2014,737.783,4.958577053,0,3.41,811.19,766,837.97
26-05-2014,737.515,4.872896664,0,3,811.18,766,837.97
27-05-2014,737.256,5.544193761,5.27,2.47,811.16,765.98,837.97
28-05-2014,737.027,5.003315736,5.27,1.94,811.17,766,837.97
29-05-2014,736.845,4.506544558,21.09,3.06,811.18,766,838.08
30-05-2014,736.662,4.45552854,0,2.82,811.2,766.02,838.14
31-05-2014,736.564,5.264766166,10.55,3.28,811.22,766.02,838.14
01-06-2014,736.491,5.28363705,0,2.92,811.23,766.1,838.14
02-06-2014,736.421,4.550280366,31.64,2.65,811.25,766.06,838.15
03-06-2014,736.369,3.808384025,0,2.45,811.27,766.15,838.11
04-06-2014,736.36,5.23597629,0,3.3,811.25,766.21,838.11
05-06-2014,736.363,4.390094151,10.55,2.86,811.27,766.14,837.99
06-06-2014,736.369,4.110821434,5.27,3.27,811.24,766.1,837.98
07-06-2014,736.381,4.258456446,0,5.18,811.18,766.09,837.98
08-06-2014,736.393,4.928228721,0,5.9,811.16,766.07,837.97
09-06-2014,736.406,4.244929809,0,5.8,811.16,766.07,837.97
10-06-2014,736.424,4.44734934,0,6.44,811.14,766.06,837.97
11-06-2014,736.445,4.801680273,0,6.27,811.19,766.06,837.97
12-06-2014,736.464,5.040889442,0,5.93,811.25,766.06,837.97
13-06-2014,736.482,4.924133075,5.27,5.41,811.27,766.03,837.97
14-06-2014,736.497,4.934911797,0,5.1,811.34,766.03,837.97
15-06-2014,736.515,4.776050704,0,5.21,811.26,766.05,837.98
16-06-2014,736.531,5.365625085,0,5.21,811.26,766.04,837.98
17-06-2014,736.546,4.449405227,0,5.89,811.28,766.03,837.98
18-06-2014,736.558,4.709439573,0,6.52,811.75,766.03,837.98
19-06-2014,736.567,4.111865937,0,6.44,813.52,766.08,837.98
20-06-2014,736.579,4.533266986,5.27,6.31,814.11,766.08,838.16
21-06-2014,736.863,4.515223159,5.27,6.91,813.65,767.75,838.43
22-06-2014,737.625,4.349074189,0,6.47,813.61,767.32,838.56
23-06-2014,738.265,4.645900442,0,5.18,812.76,766.88,838.6
24-06-2014,738.783,4.873731797,0,5.1,812.25,766.45,838.68
25-06-2014,739.042,5.461727458,0,5.16,811.99,766.2,838.65
26-06-2014,739.179,5.644972082,0,3.88,811.86,766.03,838.61
27-06-2014,739.225,4.692838164,0,2.66,811.75,766.05,838.64
28-06-2014,739.225,4.356833854,5.27,2.48,811.67,766.09,838.45
29-06-2014,739.213,4.520654199,5.27,3.78,811.65,766.1,838.44
30-06-2014,739.188,4.394820458,31.64,3.5,811.55,766.09,838.44
01-07-2014,739.164,3.601780213,5.27,3.53,811.79,766.08,838.15
02-07-2014,739.158,4.179173066,0,4.19,811.88,766.05,838.05
03-07-2014,739.149,4.724673749,0,4.44,811.76,766.04,838.02
04-07-2014,739.143,4.820173481,0,4.54,811.68,766.04,838.01
05-07-2014,739.149,4.668712782,10.55,4.76,811.65,766.04,838.01
06-07-2014,739.195,4.521364859,0,4.28,811.67,766.04,838.01
07-07-2014,739.301,4.227591026,5.27,4.6,811.64,766.03,838.01
08-07-2014,739.371,4.432363191,0,5.53,811.64,766.03,838.01
09-07-2014,739.429,3.955133651,5.27,5.58,811.68,766.03,838
10-07-2014,739.484,4.120154081,10.55,6.1,812.03,766.03,838.01
11-07-2014,739.551,3.74361383,5.27,6.4,812.82,766.03,838.01
12-07-2014,739.606,4.047329286,5.27,7.26,813.25,766.03,838.02
13-07-2014,739.713,3.605535623,15.82,8.27,815.53,768,838.01
14-07-2014,740.017,4.040722977,5.27,7.03,815.45,768.33,838.01
15-07-2014,740.871,3.470262154,5.27,6.06,815.72,768.52,838.75
16-07-2014,741.709,3.981084333,0,6.65,815.72,768.55,839.17
17-07-2014,742.288,4.264681335,0,6.21,815.22,768.44,839.53
18-07-2014,742.989,4.513548285,5.27,6.15,814.83,768.42,838.41
19-07-2014,743.69,4.153606239,5.27,6.74,815.64,768.32,838.18
20-07-2014,744.224,4.143878285,5.27,7.04,816,768.45,838.09
21-07-2014,744.864,3.994047962,5.27,6.78,816.88,768.38,838.05
22-07-2014,745.672,3.920617785,5.27,7.54,816.41,768.42,837.98
23-07-2014,746.525,3.738091021,10.55,7.75,817.18,768.52,837.97
24-07-2014,747.196,3.934612104,5.27,6.42,816.59,768.48,838.08
25-07-2014,747.927,4.402655097,5.27,6.24,815.29,768.63,838.08
26-07-2014,748.46,3.809041037,15.82,5.1,814.81,768.19,838.08
27-07-2014,748.78,4.046839796,5.27,5.71,815.52,766.92,838.08
28-07-2014,748.902,4.129440006,0,6.24,813.99,767.72,838.08
29-07-2014,749.101,4.082650538,0,6.19,813.38,767.67,838.08
30-07-2014,749.207,4.278504998,5.27,6.81,814.4,767.81,838.08
31-07-2014,749.31,4.402147733,10.55,6.94,816.55,768.3,839.77
01-08-2014,749.421,4.036562409,5.27,6.38,817.49,768.44,839.54
02-08-2014,749.893,3.891027371,5.27,6.13,816.43,768.6,838.4
03-08-2014,750.503,3.817079565,5.27,6.46,816,768.57,841.17
04-08-2014,750.807,3.556449532,5.27,6.8,815.82,768.25,840.55
05-08-2014,751.493,3.789900777,0,6.42,817.04,768.23,841.36
06-08-2014,752.255,4.106175531,5.27,5.65,816.63,768.38,841.31
07-08-2014,752.499,4.066687789,0,5.07,816.53,768.56,840.7
08-08-2014,752.453,4.151542291,5.27,5.36,815.16,768.37,839.59
09-08-2014,752.149,4.06624863,0,4.65,814.12,768.06,839.94
10-08-2014,752.103,4.142889214,0,5.25,813.51,767.91,839.84
11-08-2014,752.27,4.090633181,5.27,4.76,813.73,767.71,839.06
12-08-2014,752.438,4.207809755,0,4.02,814.09,767.9,839.86
13-08-2014,752.5,4.040581182,0,4.07,813.77,767.78,839.39
14-08-2014,752.499,4.223089093,5.27,4.17,813.48,767.6,838.7
15-08-2014,752.499,3.471243739,0,3.79,813.03,767,838.55
16-08-2014,752.499,4.455349884,0,3.78,812.61,766.78,838.61
17-08-2014,752.499,4.416484426,5.27,3.69,812.46,766.6,838.4
18-08-2014,752.438,3.656722023,5.27,2.81,812.45,766.68,838.8
19-08-2014,752.447,4.546723823,5.27,1.51,812.48,767,838.4
20-08-2014,752.438,4.452174029,5.27,1.65,812.41,767.1,838.3
21-08-2014,752.408,4.687599068,5.27,2.07,812.27,766.67,838.4
22-08-2014,752.356,4.771763495,5.27,1.35,812.38,766.6,838.9
23-08-2014,752.289,4.604376759,5.27,3.44,812.44,766.45,838.8
24-08-2014,752.237,4.174632171,0,3.42,812.35,766.38,838.39
25-08-2014,752.203,3.522983018,0,3.79,812.3,766.26,838.34
26-08-2014,752.142,3.81056075,0,4.95,812.2,766.17,838.34
27-08-2014,752.072,3.790157236,5.27,5.01,812.14,766.2,838.3
28-08-2014,751.99,3.840716744,5.27,5.64,812.26,766.17,838.22
29-08-2014,751.905,4.018097852,5.27,6.1,812.35,766.25,838.21
30-08-2014,751.828,4.096998004,10.55,7.03,813.35,767.04,838.21
31-08-2014,751.774,4.074386798,5.27,7.11,816.4,768,839.71
01-09-2014,751.807,4.047703965,10.55,5.5,816.6,768.15,839.82
02-09-2014,752.054,3.810578719,0,4.69,816.2,768.42,839.8
03-09-2014,752.377,4.238832347,5.27,4.85,813.96,768.06,839.5
04-09-2014,752.499,4.238060872,5.27,4.2,814.3,768,838.99
05-09-2014,752.499,3.656639675,0,5.06,813.84,767.8,838.75
06-09-2014,752.499,4.330589389,5.27,5.07,814.17,767.72,838.86
07-09-2014,752.499,3.815251151,0,4.63,814.01,768,839.6
08-09-2014,752.499,4.697542508,0,5.02,813.62,767.55,839.29
09-09-2014,752.499,4.54062314,0,4.66,813.31,767.4,838.74
10-09-2014,752.499,4.716882359,0,4.01,813.1,767.1,838.32
11-09-2014,752.499,4.885016512,0,3.55,812.84,767.45,838.3
12-09-2014,752.499,5.057598967,0,3.55,812.8,766.9,838.54
13-09-2014,752.499,4.951384892,0,3.75,812.4,766.75,838.5
14-09-2014,752.499,4.257143629,21.09,3.6,812.76,766.67,838.5
15-09-2014,752.499,3.868300941,0,4.11,812.85,766.75,838.48
16-09-2014,752.499,4.035669871,0,4.22,812.53,766.6,838.49
17-09-2014,752.493,4.169280223,0,4.19,812.35,766.56,838.48
18-09-2014,752.475,4.343374007,0,3.98,812.15,766.5,838.5
19-09-2014,752.444,4.245104684,5.27,3.61,812.13,766.4,838.49
20-09-2014,752.408,4.171381873,0,3.72,812.29,766.44,838.49
21-09-2014,752.371,4.203769335,0,3.05,812.05,766.45,838.52
22-09-2014,752.325,3.744752719,15.82,2.26,812.11,766.64,838.55
23-09-2014,752.286,4.198126174,10.55,1.7,812.91,768.02,838.61
24-09-2014,752.301,4.040953539,10.55,1.74,812.42,768.3,838.71
25-09-2014,752.499,3.774906591,42.19,2.45,812.1,768,838.67
26-09-2014,752.499,4.161021708,10.55,2.32,812.08,767.83,838.49
27-09-2014,752.499,4.028640446,5.27,2.43,812.1,767.48,838.49
28-09-2014,752.499,3.840484366,10.55,2.56,812.09,767,838.71
29-09-2014,752.499,4.322864833,5.27,2.28,812.06,766.9,838.52
30-09-2014,752.499,4.197089745,5.27,1.93,812.06,767,838.48
01-10-2014,752.499,4.234188651,0,2.41,811.97,766.6,838.48
02-10-2014,752.499,4.796192457,0,1.5,811.89,766.48,838.49
03-10-2014,752.499,4.409119555,0,1.32,811.88,766.4,838.49
04-10-2014,752.499,4.106134801,0,0.84,811.93,766.26,838.49
05-10-2014,752.493,4.131256614,5.27,1.07,811.97,766.58,838.5
06-10-2014,752.472,3.131934693,0,2.09,812.26,768.03,838.48
07-10-2014,752.462,3.709232752,10.55,2.11,812.14,767.81,838.49
08-10-2014,752.487,4.030350394,15.82,1.24,811.99,767.17,838.55
09-10-2014,752.499,4.082632508,5.27,0.87,811.91,767.55,838.55
10-10-2014,752.499,3.255825527,5.27,1.64,812.05,767.4,838.45
11-10-2014,752.499,3.67411207,5.27,3.12,811.91,767.25,838.59
12-10-2014,752.499,4.101762185,0,2.04,811.95,766.9,838.58
13-10-2014,752.499,4.301562146,0,2.2,811.88,766.8,838.48
14-10-2014,752.499,4.095118882,0,1.54,811.81,766.6,838.48
15-10-2014,752.499,3.946277199,5.27,2.91,811.79,766.45,838.45
16-10-2014,752.484,4.217982356,0,3.12,811.81,766.45,838.45
17-10-2014,752.456,4.30250598,0,2.52,811.8,766.33,838.52
18-10-2014,752.429,3.78703524,5.27,2.65,811.95,766.33,838.54
19-10-2014,752.414,3.90336451,5.27,3.1,811.83,766.33,838.54
20-10-2014,752.411,3.703839249,5.27,3.73,811.8,766.38,838.59
21-10-2014,752.411,3.714803931,0,3.54,811.78,766.4,838.51
22-10-2014,752.3986667,4.297606329,5.27,2.95,811.75,766.35,838.54
23-10-2014,752.3863333,3.797728584,5.27,2.77,811.77,766.38,838.54
24-10-2014,752.374,3.372640364,0,2.08,811.72,766.37,838.55
25-10-2014,752.356,3.50612013,15.82,1.7,811.92,766.48,838.52
26-10-2014,752.377,3.471990315,5.27,1.74,811.89,766.8,838.54
27-10-2014,752.402,2.388157407,10.55,1.93,811.8,766.9,838.55
28-10-2014,752.478,3.964396856,5.27,1.63,811.84,766.75,838.52
29-10-2014,752.499,3.963392166,0,2.53,811.79,766.6,838.52
30-10-2014,752.499,3.782771793,0,2.14,811.72,766.53,838.51
31-10-2014,752.499,3.923666533,0,2.02,811.68,766.38,838.51
01-11-2014,752.499,3.823348144,0,2.4,811.68,766.34,838.51
02-11-2014,752.499,3.822302444,0,2.26,811.67,766.3,838.52
03-11-2014,752.499,3.880619632,0,1.97,811.66,766.23,838.51
04-11-2014,752.499,3.34209439,0,1.68,811.64,766.19,838.51
05-11-2014,752.499,3.762767573,0,2.25,811.63,766.18,838.5
06-11-2014,752.484,4.331758344,0,2.33,811.61,766.19,838.5
07-11-2014,752.469,4.07331105,0,1.49,811.61,766.16,838.5
08-11-2014,752.444,4.031756221,0,1.19,811.6,766.16,838.5
09-11-2014,752.417,4.104426082,0,1.57,811.6,766.23,838.51
10-11-2014,752.386,4.393754987,0,1.25,811.59,766.2,838.53
11-11-2014,752.356,4.037532643,0,2.49,811.59,766.2,838.53
12-11-2014,752.289,3.480611425,0,2.96,811.64,766.2,838.53
13-11-2014,752.225,3.29849545,10.55,2.78,811.6,766.16,838.51
14-11-2014,752.161,3.249731055,5.27,3.26,811.59,766.4,838.53
15-11-2014,752.097,3.800329141,0,2.93,811.65,766.31,838.53
16-11-2014,752.036,3.959555564,0,2.95,811.6,766.22,838.53
17-11-2014,751.972,4.172511903,0,3.32,811.58,766.25,838.51
18-11-2014,751.908,4.314140119,0,3.57,811.56,766.22,838.51
19-11-2014,751.844,4.303221228,0,3.42,811.54,766.13,838.51
20-11-2014,751.783,4.266819787,0,3.3,811.53,766.11,838.51
21-11-2014,751.719,3.98391523,0,2.51,811.53,766.17,838.51
22-11-2014,751.652,4.296414912,0,1.9,811.52,766.17,838.51
23-11-2014,751.588,4.126394288,0,2.75,811.52,766.22,838.5
24-11-2014,751.524,4.259804652,0,3.27,811.52,766.22,838.5
25-11-2014,751.46,4.245314761,0,3.16,811.51,766.25,838.5
26-11-2014,751.396,4.447400954,0,2.91,811.51,766.2,838.5
27-11-2014,751.332,4.534891189,0,2.21,811.5,766.11,838.5
28-11-2014,751.271,4.447002156,0,2.14,811.5,766.09,838.52
29-11-2014,751.21,3.932152933,0,1.79,811.5,766.09,838.51
30-11-2014,751.149,3.754578961,0,3.3,811.49,766.09,838.51
01-12-2014,751.088,4.457840417,0,3.63,811.48,766.09,838.51
02-12-2014,751.027,4.319145359,0,2.41,811.48,766.1,838.51
03-12-2014,750.966,4.565311773,0,2.35,811.47,766.2,838.51
04-12-2014,750.89,4.775659781,0,2.48,811.47,766.13,838.49
05-12-2014,750.817,4.606984497,0,2.31,811.46,766.1,838.5
06-12-2014,750.749,4.312462582,0,2.35,811.46,766.1,838.49
07-12-2014,750.679,4.633340852,0,1.84,811.45,766.2,838.5
08-12-2014,750.609,4.106169674,0,1.97,811.45,766.2,838.5
09-12-2014,750.542,4.089553309,0,2.13,811.48,766.2,838.5
10-12-2014,750.478,3.933856891,5.27,2.63,811.51,766.45,838.51
11-12-2014,750.475,3.837578902,0,2.36,811.52,766.35,838.45
12-12-2014,750.512,3.54560637,0,2.33,811.55,766.6,838.51
13-12-2014,750.536,3.12269095,0,2.46,811.52,766.5,838.46
14-12-2014,750.564,3.694427994,0,2.22,811.51,766.38,838.46
15-12-2014,750.588,4.115616665,0,2.1,811.53,766.3,838.49
16-12-2014,750.609,4.108537747,0,3.7,811.48,766.25,838.46
17-12-2014,750.621,4.192682896,0,4.13,811.46,766.25,838.45
18-12-2014,750.631,3.900072066,0,4.79,811.45,766.25,838.45
19-12-2014,750.612,4.049665372,0,4.73,811.43,766.35,838.45
20-12-2014,750.588,3.775421894,0,2.9,811.41,766.35,838.45
21-12-2014,750.557,4.386882829,0,2.12,811.4,766.38,838.45
22-12-2014,750.533,4.447316676,0,2.42,811.4,766.4,838.43
23-12-2014,750.503,4.355661021,0,1.68,811.4,766.45,838.42
24-12-2014,750.478,4.319331378,0,2.38,811.39,766.45,838.43
25-12-2014,750.452,4.435899293,0,2.52,811.39,766.4,838.41
26-12-2014,750.426,4.357270739,0,2.42,811.38,766.34,838.38
27-12-2014,750.414,4.69603265,0,2.11,811.38,766.32,838.43
28-12-2014,750.39,4.163721185,0,2.76,811.37,766.3,838.43
29-12-2014,750.356,4.467888206,0,2.01,811.36,766.28,838.41
30-12-2014,750.304,4.536993416,0,1.5,811.36,766.28,838.43
31-12-2014,750.259,4.461722025,0,1.49,811.35,766.25,838.43
01-01-2015,750.234,4.240540361,0,2.27,811.35,766.21,838.4
02-01-2015,750.235,4.472567044,0,2.57,811.34,766.22,838.41
03-01-2015,750.253,4.541284884,0,1.82,811.33,766.2,838.4
04-01-2015,750.253,4.670138822,0,1.31,811.33,766.2,838.41
05-01-2015,750.253,4.390451424,0,1.96,811.32,766.2,838.41
06-01-2015,750.314,4.477477763,0,1.56,811.32,766.2,838.4
07-01-2015,750.323,4.642604019,0,1.4,811.32,766.17,838.41
08-01-2015,750.335,4.647705038,0,1.26,811.31,766.17,838.42
09-01-2015,750.344,4.333667966,0,2.11,811.31,766.15,838.44
10-01-2015,750.356,4.847977007,0,2.47,811.31,766.15,838.44
11-01-2015,750.359,5.024216178,0,3.05,811.31,766.13,838.36
12-01-2015,750.301,4.876824173,0,2.35,811.3,766.12,838.38
13-01-2015,750.225,4.951840754,0,2.33,811.3,766.12,838.4
14-01-2015,750.152,4.972753378,0,1.92,811.3,766.02,838.37
15-01-2015,750.0665,4.846413465,0,1.67,811.3,766.01,838.37
16-01-2015,749.981,4.71286724,0,2,811.3,766,838.59
17-01-2015,749.884,4.706993941,0,2.22,811.3,765.96,838.4
18-01-2015,749.786,4.825710652,0,1.92,811.29,765.96,838.4
19-01-2015,749.686,4.902299901,0,2.27,811.29,765.96,838.4
20-01-2015,749.613,4.735318901,0,2.13,811.29,766.02,838.41
21-01-2015,749.546,4.633428106,0,2.38,811.28,766.02,838.41
22-01-2015,749.472,4.836197227,0,2.31,811.28,766.02,838.41
23-01-2015,749.39,4.779606072,0,2.82,811.27,766.1,838.32
24-01-2015,749.299,4.698005114,0,2.86,811.27,766.1,838.28
25-01-2015,749.213,4.937852712,0,3.1,811.26,766.1,838.26
26-01-2015,749.134,5.098217992,0,3.06,811.25,766.1,838.13
27-01-2015,749.085,4.939933951,0,3.58,811.25,766.1,838.1
28-01-2015,749.018,5.015073408,0,2.38,811.24,766.08,838.1
29-01-2015,749.018,4.961867236,0,1.71,811.24,766.08,838.26
30-01-2015,749.021,4.999983927,0,2.98,811.23,766.07,838.36
