date,krs_level_m,pet_mm,precip_mm,wind_mps,kudige_level_m,kmvadi_level_m,mhhalli_level_m
20-04-2021,743.614,6.342422635,0,1.8,811.31,765.895,838.665
21-04-2021,743.453,3.965510197,10.55,1.57,811.25,765.89,838.58
22-04-2021,743.126,5.95952609,0,1.59,811.21,765.9,838.6
23-04-2021,743.126,4.959496314,5.27,1.06,811.2,765.9033333,838.5866667
24-04-2021,743.035,5.075527546,0,1.62,811.19,765.9066667,838.5733333
25-04-2021,743.014,4.931994075,0,2.09,811.18,765.91,838.56
26-04-2021,742.995,5.297779777,0,1.54,811.15,765.9,838.54
27-04-2021,742.995,5.85045872,0,1.49,811.13,765.9,838.6
28-04-2021,742.989,5.997307606,0,1.42,811.18,765.9,838.48
29-04-2021,742.972,6.22393611,0,1.51,811.15,765.9,838.58
30-04-2021,742.955,5.39118375,0,1.89,811.14,765.93,838.6
01-05-2021,742.938,5.868164621,0,2.56,811.17,765.935,838.62
02-05-2021,742.921,5.599491295,0,1.57,811.26,765.94,838.64
03-05-2021,742.904,5.714113018,0,2.08,811.32,765.95,838.44
04-05-2021,742.889,5.888305611,0,1.42,811.37,765.95,838.56
05-05-2021,742.87,5.548818366,0,1.74,811.27,765.95,838.63
06-05-2021,742.806,6.588194513,0,2.37,811.22,765.95,838.52
07-05-2021,742.605,5.947596567,0,2.72,811.26,765.95,838.52
08-05-2021,742.404,6.579589026,0,2.67,811.26,765.95,838.56
09-05-2021,742.203,6.643545066,0,1.69,811.25,765.95,838.6
10-05-2021,742.002,4.121859919,5.27,1.34,811.32,765.95,838.52
11-05-2021,741.801,4.707919827,0,1.7,811.32,766,838.68
12-05-2021,741.618,4.099666265,5.27,1.61,811.33,766,838.58
13-05-2021,741.4553333,5.035793532,5.27,1.93,811.28,766.025,838.605
14-05-2021,741.2926667,5.738530677,21.09,4.39,811.3,766.05,838.63
15-05-2021,741.13,3.915505997,10.55,5.21,813.52,766.07,838.59
16-05-2021,740.978,4.063964984,5.27,4.77,812.85,766.09,838.55
17-05-2021,740.917,5.325456798,0,3.66,812.1,767.26,838.6
18-05-2021,740.871,5.456382441,5.27,3.38,811.85,767.1,838.58
19-05-2021,740.84,4.258562211,5.27,3.22,811.79,766.9,838.54
20-05-2021,740.86525,4.922765181,0,3.28,811.75,766.85,838.58
21-05-2021,740.8905,4.398231481,5.27,3.15,811.7,766.8,838.6
22-05-2021,740.91575,5.174496599,15.82,3.47,811.67,766.76,838.64
23-05-2021,740.941,5.321932429,10.55,4.22,811.75,766.72,838.68
24-05-2021,740.962,4.935120563,0,3.36,811.67,766.7,838.58
25-05-2021,741.008,4.501674653,26.37,4.41,811.52,766.645,838.6
26-05-2021,741.039,4.620717283,5.27,5.39,811.61,766.59,838.6
27-05-2021,741.0596,4.998251152,0,4.28,811.52,766.59,838.56
28-05-2021,741.0802,5.523638615,0,4.3,811.53,766.5,838.63
29-05-2021,741.1008,5.148419747,0,3.89,811.495,765.87,837.6
30-05-2021,741.1214,5.074128806,0,4.34,811.46,766.35,838.5
31-05-2021,741.142,5.454941146,0,4.15,811.43,766.31,838.5
01-06-2021,741.16,5.043050577,5.27,4.04,811.43,766.3,838.47
02-06-2021,741.173,4.605809038,10.55,2.49,811.56,766.29,838.46
03-06-2021,741.106,4.129346897,52.73,1.48,811.39,766.23,838.45
04-06-2021,740.9096,3.245944625,216.21,1.61,811.64,766.17,838.48
05-06-2021,740.7132,3.619051046,21.09,2.67,811.53,766.2,838.6
06-06-2021,740.5168,4.937498522,0,2.15,811.53,766.15,838.64
07-06-2021,740.3204,4.420672056,0,3.22,811.46,766.25,838.64
08-06-2021,740.124,5.033277049,0,3.9,811.41,766.2,838.7
09-06-2021,739.953,4.294021139,5.27,4.28,811.39,766.16,838.66
10-06-2021,739.813,4.563978294,0,4.63,811.38,766.1,838.61
11-06-2021,739.673,4.731203133,0,4.69,811.48,766.1,838.82
12-06-2021,739.533,3.58554175,5.27,5.47,812.09,766.13,838.82
13-06-2021,739.545,4.315096481,0,6.36,813.24,766.14,838.77
14-06-2021,739.588,3.916446018,0,7.73,813.68,766.93,838.68
15-06-2021,739.911,3.760393427,5.27,6.16,814.29,767.44,838.56
16-06-2021,740.252,3.814671443,0,5.97,814.85,768.42,838.64
17-06-2021,740.93625,4.276875558,0,6.11,815.15,768.49,838.54
18-06-2021,741.6205,4.285263966,0,6.17,815.25,768.54,838.59
19-06-2021,742.30475,4.092172774,5.27,4.87,814.07,768.47,838.67
20-06-2021,742.989,3.791129193,0,4.02,813.32,767.87,838.64
21-06-2021,743.251,4.140620688,5.27,3.62,812.78,767.57,838.64
22-06-2021,743.416,4.354335439,5.27,3.24,812.55,767.41,838.59
23-06-2021,743.538,4.593312516,5.27,3.4,812.28,767.05,838.63
24-06-2021,743.4323333,3.901874962,0,4.32,812.16,766.86,838.55
25-06-2021,743.3266667,5.01253919,0,4.22,812.02,766.61,838.65
26-06-2021,743.221,4.522433273,5.27,4.46,812,766.54,838.57
27-06-2021,743.1153333,4.492341225,0,3.84,811.93,766.43,838.65
28-06-2021,743.0096667,4.965685248,0,2.69,811.83,766.31,838.65
29-06-2021,742.904,5.037425602,0,2.12,811.8,766.08,838.67
